step,train_loss,train_accuracy,train_specificity,train_sensitivity,train_precision,train_recall,train_f1_score,val_loss,val_accuracy,val_specificity,val_sensitivity,val_precision,val_recall,val_f1_score
5200,0.1677178144454956,0.94,0.875,0.9705882352941176,0.9428571428571428,0.9705882352941176,0.9565217391304348,0.36128756256416683,0.8398018166804294,0.7093023255813954,0.8915801614763552,0.8854524627720504,0.8915801614763552,0.8885057471264367
5300,0.18113495409488678,0.93,0.84,0.96,0.9473684210526315,0.96,0.9536423841059603,0.3638705372962412,0.8398018166804294,0.7005813953488372,0.895040369088812,0.8828213879408419,0.895040369088812,0.888888888888889
5400,0.21136435866355896,0.89,0.7407407407407407,0.9452054794520548,0.9078947368421053,0.9452054794520548,0.9261744966442953,0.36097647403266253,0.847233691164327,0.7005813953488372,0.9054209919261822,0.884009009009009,0.9054209919261822,0.8945868945868946
5500,0.24558725953102112,0.91,0.8387096774193549,0.9420289855072463,0.9285714285714286,0.9420289855072463,0.935251798561151,0.36167214229703903,0.8431048720066061,0.6947674418604651,0.9019607843137255,0.8816234498308907,0.9019607843137255,0.8916761687571266
5600,0.20040148496627808,0.88,0.7027027027027027,0.9841269841269841,0.8493150684931506,0.9841269841269841,0.9117647058823529,0.3647662500038184,0.8464079273327828,0.6947674418604651,0.9065743944636678,0.8821548821548821,0.9065743944636678,0.8941979522184301
5700,0.2089197337627411,0.91,0.75,0.9722222222222222,0.9090909090909091,0.9722222222222222,0.9395973154362416,0.3696547835403736,0.838150289017341,0.6947674418604651,0.895040369088812,0.8808172531214529,0.895040369088812,0.8878718535469108
5800,0.15871357917785645,0.92,0.8518518518518519,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.3669720398896595,0.8389760528488852,0.7063953488372093,0.8915801614763552,0.8844393592677345,0.8915801614763552,0.8879954049396898
5900,0.2219833880662918,0.9,0.7777777777777778,0.9452054794520548,0.92,0.9452054794520548,0.9324324324324323,0.36369396096843293,0.8422791081750619,0.6947674418604651,0.9008073817762399,0.881489841986456,0.9008073817762399,0.8910439247005134
6000,0.2368112951517105,0.89,0.8055555555555556,0.9375,0.8955223880597015,0.9375,0.9160305343511451,0.36898739173300754,0.8431048720066061,0.6947674418604651,0.9019607843137255,0.8816234498308907,0.9019607843137255,0.8916761687571266
6100,0.22264203429222107,0.94,0.7916666666666666,0.9868421052631579,0.9375,0.9868421052631579,0.9615384615384615,0.371941126241961,0.8348472336911643,0.6976744186046512,0.889273356401384,0.8811428571428571,0.889273356401384,0.8851894374282433
6200,0.23240035772323608,0.93,0.8846153846153846,0.9459459459459459,0.958904109589041,0.9459459459459459,0.9523809523809523,0.37361067812861776,0.8398018166804294,0.688953488372093,0.8996539792387543,0.8793686583990981,0.8996539792387543,0.8893956670467503
6300,0.20801830291748047,0.92,0.8666666666666667,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.3691212006108149,0.8406275805119736,0.7063953488372093,0.8938869665513264,0.884703196347032,0.8938869665513264,0.8892713711990822
6400,0.1534956842660904,0.94,0.8695652173913043,0.961038961038961,0.961038961038961,0.961038961038961,0.961038961038961,0.3728762281186815,0.8431048720066061,0.7034883720930233,0.8985005767012687,0.8842224744608399,0.8985005767012687,0.8913043478260869
6500,0.19746404886245728,0.9,0.8,0.9538461538461539,0.8985507246376812,0.9538461538461539,0.9253731343283582,0.37140473241844435,0.8414533443435177,0.6947674418604651,0.8996539792387543,0.8813559322033898,0.8996539792387543,0.8904109589041096
6600,0.1717521697282791,0.93,0.9285714285714286,0.9305555555555556,0.9710144927536232,0.9305555555555556,0.9503546099290779,0.3724247619694796,0.8455821635012386,0.7209302325581395,0.895040369088812,0.8899082568807339,0.895040369088812,0.8924669350201265
6700,0.24537956714630127,0.89,0.9090909090909091,0.8846153846153846,0.971830985915493,0.8846153846153846,0.9261744966442953,0.3748511721214554,0.8389760528488852,0.7122093023255814,0.889273356401384,0.8862068965517241,0.889273356401384,0.8877374784110534
6800,0.23053675889968872,0.9,0.76,0.9466666666666667,0.922077922077922,0.9466666666666667,0.9342105263157895,0.3710064528583479,0.8464079273327828,0.7122093023255814,0.8996539792387543,0.8873720136518771,0.8996539792387543,0.8934707903780069
6900,0.2156018763780594,0.9,0.76,0.9466666666666667,0.922077922077922,0.9466666666666667,0.9342105263157895,0.37251963513882086,0.8480594549958712,0.7093023255813954,0.903114186851211,0.8867497168742922,0.903114186851211,0.8948571428571428
7000,0.20878684520721436,0.92,0.7916666666666666,0.9605263157894737,0.9358974358974359,0.9605263157894737,0.948051948051948,0.37119612790160006,0.8447563996696945,0.7093023255813954,0.8985005767012687,0.8862343572241184,0.8985005767012687,0.8923253150057274
7100,0.20503254234790802,0.91,0.84375,0.9411764705882353,0.927536231884058,0.9411764705882353,0.9343065693430658,0.36806325992523453,0.8464079273327828,0.7151162790697675,0.8985005767012687,0.8882554161915621,0.8985005767012687,0.8933486238532109
7200,0.2556336522102356,0.9,0.9565217391304348,0.8831168831168831,0.9855072463768116,0.8831168831168831,0.9315068493150684,0.3711094530139437,0.8455821635012386,0.7034883720930233,0.9019607843137255,0.8846153846153846,0.9019607843137255,0.8932038834951457
