steps,batch_size,learning_rate,loss,hidden_layers,accuracy,specificity,sensitivity,precision,recall,f1_score
4000,100,0.01,BCE,"[100, 100]",0.8431048720066061,0.7587209302325582,0.8765859284890427,0.9015421115065243,0.8765859284890427,0.8888888888888888
4000,100,0.01,BCE,"[100, 100, 100]",0.8348472336911643,0.7267441860465116,0.8777393310265282,0.8900584795321638,0.8777393310265282,0.8838559814169571
4000,100,0.01,BCE,,0.8464079273327828,0.75,0.8846597462514417,0.8991793669402111,0.8846597462514417,0.891860465116279
4000,100,0.001,BCE,"[100, 100]",0.8604459124690339,0.7180232558139535,0.916955017301038,0.8912556053811659,0.916955017301038,0.9039226833428085
4000,100,0.001,BCE,"[100, 100, 100]",0.8480594549958712,0.7238372093023255,0.8973471741637832,0.8911798396334479,0.8973471741637832,0.8942528735632184
4000,100,0.001,BCE,,0.847233691164327,0.7122093023255814,0.9008073817762399,0.8875,0.9008073817762399,0.8941041785918717
4000,150,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
4000,150,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
4000,150,0.1,BCE,,0.8191577208918249,0.561046511627907,0.9215686274509803,0.8410526315789474,0.9215686274509803,0.879471656576775
4000,150,0.01,BCE,"[100, 100]",0.8455821635012386,0.7383720930232558,0.8881199538638985,0.8953488372093024,0.8881199538638985,0.8917197452229301
4000,150,0.01,BCE,"[100, 100, 100]",0.8398018166804294,0.7412790697674418,0.8788927335640139,0.8954171562867215,0.8788927335640139,0.8870779976717112
4000,150,0.01,BCE,,0.8274153592072667,0.7209302325581395,0.8696655132641292,0.8870588235294118,0.8696655132641292,0.8782760629004077
4000,150,0.001,BCE,"[100, 100]",0.856317093311313,0.7238372093023255,0.908881199538639,0.8924122310305775,0.908881199538639,0.9005714285714285
4000,150,0.001,BCE,"[100, 100, 100]",0.8530140379851362,0.7441860465116279,0.8961937716262975,0.8982658959537573,0.8961937716262975,0.897228637413395
4000,150,0.001,BCE,,0.8455821635012386,0.7209302325581395,0.895040369088812,0.8899082568807339,0.895040369088812,0.8924669350201265
7000,50,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
7000,50,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
7000,50,0.1,BCE,,0.8018166804293972,0.4011627906976744,0.9607843137254902,0.8017324350336862,0.9607843137254902,0.8740818467995802
7000,50,0.01,BCE,"[100, 100]",0.8406275805119736,0.7383720930232558,0.881199538638985,0.8946135831381733,0.881199538638985,0.8878558977338756
7000,50,0.01,BCE,"[100, 100, 100]",0.8480594549958712,0.7034883720930233,0.9054209919261822,0.8850056369785795,0.9054209919261822,0.8950969213226909
7000,50,0.01,BCE,,0.8224607762180016,0.6627906976744186,0.8858131487889274,0.8687782805429864,0.8858131487889274,0.8772130211307825
7000,50,0.001,BCE,"[100, 100]",0.8447563996696945,0.7296511627906976,0.8904267589388697,0.892485549132948,0.8904267589388697,0.8914549653579676
7000,50,0.001,BCE,"[100, 100, 100]",0.856317093311313,0.75,0.8985005767012687,0.900578034682081,0.8985005767012687,0.8995381062355657
7000,50,0.001,BCE,,0.833195706028076,0.6540697674418605,0.9042675893886967,0.8682170542635659,0.9042675893886967,0.8858757062146894
7000,100,0.1,BCE,"[100, 100]",0.7233691164327003,0.02616279069767442,1.0,0.721297836938436,1.0,0.8380860318994684
7000,100,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
7000,100,0.1,BCE,,0.8175061932287366,0.5087209302325582,0.9400230680507498,0.8282520325203252,0.9400230680507498,0.8806050783360345
7000,100,0.01,BCE,"[100, 100]",0.8298926507018992,0.7267441860465116,0.8708189158016147,0.889281507656066,0.8708189158016147,0.87995337995338
7000,100,0.01,BCE,"[100, 100, 100]",0.8546655656482246,0.6744186046511628,0.9261822376009228,0.8775956284153006,0.9261822376009228,0.9012345679012347
7000,100,0.01,BCE,,0.8414533443435177,0.7005813953488372,0.8973471741637832,0.8830874006810443,0.8973471741637832,0.8901601830663616
7000,100,0.001,BCE,"[100, 100]",0.8546655656482246,0.75,0.8961937716262975,0.9003476245654692,0.8961937716262975,0.8982658959537572
7000,100,0.001,BCE,"[100, 100, 100]",0.8571428571428571,0.7180232558139535,0.9123414071510957,0.8907657657657657,0.9123414071510957,0.9014245014245013
7000,100,0.001,BCE,,0.838150289017341,0.7034883720930233,0.8915801614763552,0.8834285714285715,0.8915801614763552,0.8874856486796786
7000,150,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
7000,150,0.1,BCE,"[100, 100, 100]",0.717588769611891,0.005813953488372093,1.0,0.71712158808933,1.0,0.8352601156069364
7000,150,0.1,BCE,,0.8307184145334434,0.5406976744186046,0.9457900807381776,0.8384458077709611,0.9457900807381776,0.888888888888889
7000,150,0.01,BCE,"[100, 100]",0.8323699421965318,0.7063953488372093,0.8823529411764706,0.8833718244803695,0.8823529411764706,0.8828620888632429
7000,150,0.01,BCE,"[100, 100, 100]",0.8398018166804294,0.7209302325581395,0.8869665513264129,0.8890173410404625,0.8869665513264129,0.8879907621247113
7000,150,0.01,BCE,,0.8323699421965318,0.6918604651162791,0.8881199538638985,0.8789954337899544,0.8881199538638985,0.8835341365461847
7000,150,0.001,BCE,"[100, 100]",0.8447563996696945,0.6802325581395349,0.9100346020761245,0.8776418242491657,0.9100346020761245,0.8935447338618346
7000,150,0.001,BCE,"[100, 100, 100]",0.8521882741535921,0.7267441860465116,0.9019607843137255,0.8926940639269406,0.9019607843137255,0.8973034997131383
7000,150,0.001,BCE,,0.8521882741535921,0.7616279069767442,0.8881199538638985,0.903755868544601,0.8881199538638985,0.89586969168121
10000,50,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,50,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,50,0.1,BCE,,0.7844756399669695,0.29941860465116277,0.9769319492502884,0.7784926470588235,0.9769319492502884,0.8664961636828644
10000,50,0.01,BCE,"[100, 100]",0.8513625103220479,0.7034883720930233,0.9100346020761245,0.8855218855218855,0.9100346020761245,0.8976109215017065
10000,50,0.01,BCE,"[100, 100, 100]",0.8439306358381503,0.7412790697674418,0.8846597462514417,0.8960280373831776,0.8846597462514417,0.8903076030179918
10000,50,0.01,BCE,,0.8166804293971924,0.6511627906976745,0.8823529411764706,0.864406779661017,0.8823529411764706,0.8732876712328768
10000,50,0.001,BCE,"[100, 100]",0.8431048720066061,0.7063953488372093,0.8973471741637832,0.8850967007963595,0.8973471741637832,0.8911798396334478
10000,50,0.001,BCE,"[100, 100, 100]",0.847233691164327,0.7267441860465116,0.895040369088812,0.8919540229885058,0.895040369088812,0.8934945308002304
10000,50,0.001,BCE,,0.8480594549958712,0.747093023255814,0.8881199538638985,0.8984830805134189,0.8881199538638985,0.8932714617169373
10000,100,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,100,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,100,0.1,BCE,,0.8133773740710157,0.47093023255813954,0.9492502883506344,0.8189054726368159,0.9492502883506344,0.8792735042735043
10000,100,0.01,BCE,"[100, 100]",0.8323699421965318,0.7558139534883721,0.8627450980392157,0.8990384615384616,0.8627450980392157,0.8805179517363154
10000,100,0.01,BCE,"[100, 100, 100]",0.8546655656482246,0.7645348837209303,0.8904267589388697,0.9050410316529894,0.8904267589388697,0.8976744186046512
10000,100,0.01,BCE,,0.8464079273327828,0.7267441860465116,0.8938869665513264,0.8918296892980437,0.8938869665513264,0.8928571428571428
10000,100,0.001,BCE,"[100, 100]",0.8538398018166804,0.747093023255814,0.8961937716262975,0.8993055555555556,0.8961937716262975,0.8977469670710572
10000,100,0.001,BCE,"[100, 100, 100]",0.8422791081750619,0.7238372093023255,0.889273356401384,0.8903002309468823,0.889273356401384,0.8897864974033468
10000,100,0.001,BCE,,0.8439306358381503,0.7267441860465116,0.8904267589388697,0.8914549653579676,0.8904267589388697,0.8909405654933641
10000,150,0.1,BCE,"[100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,150,0.1,BCE,"[100, 100, 100]",0.7159372419488026,0.0,1.0,0.7159372419488026,1.0,0.834456207892204
10000,150,0.1,BCE,,0.8084227910817506,0.5087209302325582,0.9273356401384083,0.8263103802672148,0.9273356401384083,0.8739130434782607
10000,150,0.01,BCE,"[100, 100]",0.8513625103220479,0.7151162790697675,0.9054209919261822,0.8890147225368064,0.9054209919261822,0.8971428571428571
10000,150,0.01,BCE,"[100, 100, 100]",0.8439306358381503,0.7180232558139535,0.8938869665513264,0.8887614678899083,0.8938869665513264,0.8913168487636574
10000,150,0.01,BCE,,0.815028901734104,0.7267441860465116,0.8500576701268743,0.8868832731648616,0.8500576701268743,0.8680800942285041
10000,150,0.001,BCE,"[100, 100]",0.8546655656482246,0.7238372093023255,0.9065743944636678,0.8921679909194098,0.9065743944636678,0.8993135011441646
10000,150,0.001,BCE,"[100, 100, 100]",0.856317093311313,0.7383720930232558,0.903114186851211,0.8969072164948454,0.903114186851211,0.8999999999999999
10000,150,0.001,BCE,,0.8315441783649876,0.7325581395348837,0.8708189158016147,0.8913813459268005,0.8708189158016147,0.8809801633605601
