step,train_loss,train_accuracy,train_specificity,train_sensitivity,train_precision,train_recall,train_f1_score,val_loss,val_accuracy,val_specificity,val_sensitivity,val_precision,val_recall,val_f1_score
9000,0.02225736901164055,0.98,1.0,0.9736842105263158,1.0,0.9736842105263158,0.9866666666666666,0.525715541069356,0.8505367464905037,0.7180232558139535,0.903114186851211,0.8897727272727273,0.903114186851211,0.8963938179736691
9100,0.017009617760777473,1.0,1.0,1.0,1.0,1.0,1.0,0.5780845356403541,0.8587943848059455,0.7209302325581395,0.9134948096885813,0.8918918918918919,0.9134948096885813,0.9025641025641026
9200,0.01596464402973652,1.0,1.0,1.0,1.0,1.0,1.0,0.5565968602804718,0.8587943848059455,0.7180232558139535,0.9146482122260668,0.8910112359550562,0.9146482122260668,0.902675014228799
9300,0.008137733675539494,1.0,1.0,1.0,1.0,1.0,1.0,0.5839307705845769,0.8546655656482246,0.7122093023255814,0.9111880046136102,0.8886389201349831,0.9111880046136102,0.8997722095671983
9400,0.01503200177103281,0.98,1.0,0.9761904761904762,1.0,0.9761904761904762,0.9879518072289156,0.5882985653276545,0.8571428571428571,0.7093023255813954,0.9158016147635525,0.8881431767337807,0.9158016147635525,0.9017603634298694
9500,0.019616706296801567,0.98,0.9285714285714286,1.0,0.972972972972973,1.0,0.9863013698630138,0.5714684018220269,0.8604459124690339,0.7122093023255814,0.9192618223760092,0.8895089285714286,0.9192618223760092,0.9041406693136699
9600,0.029634928330779076,0.96,0.875,1.0,0.9444444444444444,1.0,0.9714285714285714,0.6336674697638194,0.8497109826589595,0.7122093023255814,0.9042675893886967,0.8878822197055493,0.9042675893886967,0.896
9700,0.02456125058233738,0.98,0.9285714285714286,1.0,0.972972972972973,1.0,0.9863013698630138,0.6305017695914039,0.8538398018166804,0.6976744186046512,0.9158016147635525,0.8841870824053452,0.9158016147635525,0.8997167138810198
9800,0.0027260363567620516,1.0,1.0,1.0,1.0,1.0,1.0,0.6481848758789392,0.861271676300578,0.7063953488372093,0.922722029988466,0.8879023307436182,0.922722029988466,0.9049773755656109
9900,0.019578607752919197,0.98,0.9411764705882353,1.0,0.9705882352941176,1.0,0.9850746268656716,0.5973303094002724,0.8571428571428571,0.7151162790697675,0.9134948096885813,0.8898876404494382,0.9134948096885813,0.9015367103016505
